product_id,source_category,brand,name,product_type,country,product_url,skin_type,sensitivity,skin_type_source,ingredients,ingredient_count,key_ingredients,free_from,spf,benefits,concerns,price_usd,price_source,size_value,size_unit,size_ml,price_lbp,price_lbp_rate,price_per_ml,price_tier,rating,rating_count,rating_source,review_texts_json,shops_in_lebanon,image_url,image_source,product_summary,price_seen_date,sold_by_shops,price_usd_lowest,price_usd_highest,ingredient_functions,cosing_matched,cosing_coverage,restricted_ingredients
GLB-06192,Global (Skinsort),IntiMD,Coochy Plus Intimate Shaving Cream,Bath & Body,United States,https://www.intimd.com/products/coochy-plus-intimate-shaving-cream-fragrance-free-for-pubic-bikini-line-armpit-and-more-rash-free-with-patent-pending-moisturizing-formula-8-oz?srsltid=AfmBOopRGJPr7uKrmnHguq23Hn91r0HZcTDabMgGJVj3P_0EBfvB_Xda,All,Resistant,www.intimd.com,"AQUA, CETYL ALCOHOL, CETRIMONIUM BROMIDE, STEARYL ALCOHOL, HYDROXYETHYLCELLULOSE, GLYCERYL STEARATE, PEG-100 STEARATE, PEG-60 LANOLIN, SIMMONDSIA CHINENSIS SEED OIL, PERSEA GRATISSIMA OIL, BUTYROSPERMUM PARKII OIL, ALOE BARBADENSIS LEAF JUICE, LEPIDIUM MEYENII ROOT EXTRACT, HYDROLYZED KERATIN, PANTHENOL, ALLANTOIN, PHENOXYETHANOL, METHYLISOTHIAZOLINONE, SODIUM HYDROXIDE, PARFUM",20,"Panthenol, Allantoin, Aloe Vera, Shea Butter, Jojoba Oil","Parabens, Alcohol, Essential Oils, Silicones, Sulfates, Mineral Oil",,"Hydrating, Reduces Irritation, Eczema",May Worsen Irritation,20.67,Walmart - Oui Lab,,,,1849965,89500,,mid,5.0,6,Walmart - Oui Lab,,0,https://www.intimd.com/cdn/shop/files/FragranceFreeWhiteCap_Front_3000x3000_9e1f2e85-ff26-4474-82c8-bb6c305bbb47_1200x1200.jpg?v=1689209699,og:image,,2026-08-24,,,,"Skin Conditioning, Skin Conditioning - Emollient, Surfactant - Emulsifying, Emulsion Stabilising, Fragrance, Surfactant - Cleansing, Viscosity Controlling, Antistatic",20,100,"Cetrimonium Bromide, Methylisothiazolinone, Phenoxyethanol, Sodium Hydroxide"
GLB-06202,Global (Skinsort),Secret,Outlast Invisible Solid Deodorant,Bath & Body,United States,,Dry,Sensitive,"tier 4, inferred: occlusives high in the formula, no astringent","ALUMINUM ZIRCONIUM TETRACHLOROHYDREX GLY, CYCLOPENTASILOXANE, STEARYL ALCOHOL, PARAFFINUM LIQUIDUM, DIMETHICONE, TALC, PETROLATUM, HYDROGENATED CASTOR OIL, CYCLODEXTRIN, PPG-14 BUTYL ETHER, PARFUM, C20-40 PARETH-10, BEHENYL ALCOHOL",13,,"Parabens, Alcohol, Essential Oils, Sulfates",,Good For Oily Skin,May Worsen Oily Skin,7.83,Hy-Vee,,,,700785,89500,,budget,4.52,48659,Hy-Vee,,0,https://images.ctfassets.net/w9l9p5870v5o/4JCBAUUT2IGIQiB6P1nXCC/9ba5fe340fe6eaa4d05ff57f0257dd0f/00030772108918_C1N1_NA_88572034__1_.png?fm=webp&q=80,found by image search on the brand's own site,,2026-08-24,,,,"Skin Conditioning - Emollient, Skin Conditioning, Surfactant - Cleansing, Surfactant - Emulsifying, Viscosity Controlling, Skin Protecting, Hair Conditioning, Solvent",13,100,"Aluminum Zirconium Tetrachlorohydrex Gly, Petrolatum, Talc"
GLB-06207,Global (Skinsort),Paula's Choice,All Over Hair & Body Shampoo,Bath & Body,United States,https://paulaschoice.sg/products/all-over-hair-body-shampoo?srsltid=AfmBOoox3yrXrcNfSHWLBP3HQ0SS814Rtx8pqlhUV6CYgrytmzyF_j9-,All,Resistant,paulaschoice.sg,"AQUA, SODIUM LAURETH SULFATE, AMMONIUM LAURETH SULFATE, COCAMIDOPROPYL BETAINE, SODIUM CHLORIDE, PANTHENOL, HYDROLYZED SOY PROTEIN, POLYQUATERNIUM-10, ALOE BARBADENSIS LEAF JUICE POWDER, DISODIUM EDTA, CITRIC ACID, SORBIC ACID",12,"Panthenol, Aloe Vera","Fragrance, Parabens, Alcohol, Essential Oils, Silicones, Mineral Oil",,"Reduces Irritation, Eczema","May Worsen Dryness, May Trigger Acne",55.0,wconcept.com,,,,4922500,89500,,premium,4.4,922,wconcept.com,,0,https://paulaschoice.sg/cdn/shop/files/all-over-hair-_-body-shampoo-429ml.jpg?v=1735204596,og:image,,2026-08-24,,,,"Antistatic, Cleansing, Surfactant - Cleansing, Hair Conditioning, Viscosity Controlling, Fragrance, Skin Conditioning, Foaming",12,100,"Citric Acid, Sorbic Acid"
GLB-06222,Global (Skinsort),Meow Meow Tweet,Deodorant Cream - Grapefruit Baking Soda Free,Bath & Body,United States,,Dry,Resistant,"tier 4, inferred: occlusives high in the formula, no astringent","HYDROLYZED MANIHOT ESCULENTA TUBER EXTRACT, MAGNESIUM HYDROXIDE, COCOS NUCIFERA OIL, BUTYROSPERMUM PARKII BUTTER, SIMMONDSIA CHINENSIS SEED OIL, CITRUS SINENSIS PEEL OIL EXPRESSED, CITRUS PARADISI PEEL OIL, CITRUS LIMON PEEL OIL, CITRUS BERGAMIA PEEL OIL EXPRESSED",9,"Shea Butter, Jojoba Oil, Coconut Oil","Fragrance, Parabens, Alcohol, Silicones, Sulfates, Mineral Oil",,Acne Fighting,May Trigger Acne,16.0,Smallflower.com,,,,1432000,89500,,mid,4.4,878,Smallflower.com,,0,https://meowmeowtweet.com/cdn/shop/files/GBSF-webtrans_ddb3e31c-b4e7-44e8-9ade-aec631868d4f.png?v=1702935429,the brand's own site,,2026-08-24,,,,"Skin Conditioning, Perfuming, Fragrance, Hair Conditioning, Absorbent, Buffering, Viscosity Controlling, Skin Conditioning - Emollient",9,100,"Citrus Limon Peel Oil, Citrus Paradisi Peel Oil"
GLB-06237,Global (Skinsort),Necessaire,The Deodorant - Eucalyptus,Bath & Body,Unspecified,https://necessaire.com/products/the-deodorant-gel?srsltid=AfmBOopsgci6IokGr7zasUDf9Uefs2KR0cUv59d5GGlP14qMoNfswtuC,All,Sensitive,necessaire.com,"AQUA, MANDELIC ACID, POTASSIUM HYDROXIDE, HYDROXYPROPYL METHYLCELLULOSE, HAMAMELIS VIRGINIANA WATER, GLUCONOLACTONE, LACTIC ACID, PANTHENOL, NIACINAMIDE, GLYCERIN, CHAMOMILLA RECUTITA FLOWER EXTRACT, SODIUM BENZOATE, CALCIUM GLUCONATE, SODIUM PHYTATE, EUCALYPTUS GLOBULUS LEAF OIL, LAVANDULA ANGUSTIFOLIA OIL, ABIES SIBIRICA OIL, ZINGIBER OFFICINALE ROOT OIL, CITRUS AURANTIUM DULCIS PEEL OIL, POGOSTEMON CABLIN LEAF OIL, BENZOIC ACID, CITRIC ACID, LIMONENE",23,"Niacinamide, Lactic Acid, Mandelic Acid, Panthenol, Chamomile, Lavender","Fragrance, Parabens, Alcohol, Silicones, Sulfates, Mineral Oil",,"Good For Oily Skin, Redness Reducing, Reduces Irritation, Reduces Large Pores, Anti-Aging, Acne Fighting, Brightening, Eczema","May Worsen Dryness, May Worsen Irritation, May Worsen Rosacea",24.0,Necessaire,,,,2148000,89500,,mid,4.28,6057,Necessaire,,0,https://necessaire.com/cdn/shop/files/01_THE_DEODORANT_GEL_EU_PDP_1024x1024.jpg?v=1762201446,og:image,,2026-08-24,,,,"Skin Conditioning, Fragrance, Perfuming, Solvent, Buffering, Hair Conditioning, Chelating, Humectant",23,100,"Abies Sibirica Oil, Benzoic Acid, Citric Acid, Limonene, Potassium Hydroxide, Sodium Benzoate"
GLB-06239,Global (Skinsort),Dr. Squatch,Cool Fresh Aloe Deodorant,Bath & Body,United States,https://www.drsquatch.com/products/cool-fresh-aloe,All,Sensitive,www.drsquatch.com,"CAPRYLIC/CAPRIC TRIGLYCERIDE, HYDROLYZED MANIHOT ESCULENTA TUBER EXTRACT, STEARYL ALCOHOL, MAGNESIUM HYDROXIDE, BEESWAX, BUTYROSPERMUM PARKII BUTTER, COCOS NUCIFERA OIL, TRIETHYL CITRATE, SIMMONDSIA CHINENSIS SEED OIL, PARFUM, JOJOBA ESTERS, CHARCOAL POWDER, LACTOBACILLUS FERMENT, ALOE BARBADENSIS LEAF JUICE, HELIANTHUS ANNUUS SEED OIL, TOCOPHEROL, MALTODEXTRIN",17,"Vitamin E, Aloe Vera, Shea Butter, Jojoba Oil, Coconut Oil","Parabens, Alcohol, Essential Oils, Silicones, Sulfates, Mineral Oil",,Brightening,"May Worsen Oily Skin, May Trigger Acne",29.99,BJ's Wholesale Club,,,,2684105,89500,,mid,4.5,17,BJ's Wholesale Club,,0,https://cdn.shopify.com/s/files/1/0275/7784/3817/files/Bio___Cool_Fresh_Aloe-Bar-Soap_8ade87bf-35d8-4fbd-80d1-af2ef531d524.jpg?v=1771550573,og:image,,2026-08-24,,,,"Skin Conditioning, Fragrance, Perfuming, Skin Conditioning - Emollient, Emulsion Stabilising, Viscosity Controlling, Absorbent, Hair Conditioning",17,100,
GLB-06310,Global (Skinsort),Kosas,Chemistry AHA Serum Deodorant,Bath & Body,United States,https://kosas.com/products/chemistry-deodorant?srsltid=AfmBOopWliXKfWpRVLxoPwZy9QiIZBVXvDTSnfcGYIdfT0nthStVVUai,All,Sensitive,kosas.com,"AQUA, ALOE BARBADENSIS LEAF JUICE, GLYCERIN, MANDELIC ACID, POLYGLYCERYL-4 COCOATE, SODIUM HYDROXIDE, SHIKIMIC ACID, LACTIC ACID, PALMITOYL TRIPEPTIDE-5, HYALURONIC ACID, CITRIC ACID, TARTARIC ACID, XANTHAN GUM, POTASSIUM SORBATE, SODIUM BENZOATE, CANANGA ODORATA FLOWER OIL, CITRUS AURANTIUM AMARA FLOWER OIL, CITRUS PARADISI PEEL OIL, SIMMONDSIA CHINENSIS SEED OIL, BENZYL BENZOATE, LIMONENE, LINALOOL",22,"Hyaluronic Acid, Lactic Acid, Mandelic Acid, Aloe Vera, Peptides","Fragrance, Parabens, Alcohol, Silicones, Sulfates, Mineral Oil",,"Good For Oily Skin, Skin Texture, Reduces Large Pores, Anti-Aging, Scar Healing, Brightening, Eczema","May Worsen Dryness, May Worsen Irritation, May Worsen Rosacea",40.0,GoSupps Beauty,,,,3580000,89500,,premium,4.2,18600,GoSupps Beauty,,0,https://kosas.com/cdn/shop/products/Kosas_Chemistry_pdp_01_serene_2000x2000_3e20cdc1-3e00-49db-b94d-03c797407e28_1200x1200.jpg?v=1667583909,og:image,,2026-08-24,,,,"Skin Conditioning, Fragrance, Perfuming, Solvent, Buffering, Humectant, Deodorant, Denaturant",22,100,"Benzyl Benzoate, Citric Acid, Citrus Paradisi Peel Oil, Limonene, Linalool, Potassium Sorbate"
GLB-06323,Global (Skinsort),Secret,Clinical Strength Soft Solid Antiperspirant Deodorant,Bath & Body,United States,https://secret.com/en-us/shop/clinical-strength-smooth-solid/free-sensitive,All,Sensitive,secret.com,"ALUMINUM ZIRCONIUM TETRACHLOROHYDREX GLY, CYCLOPENTASILOXANE, TRIBEHENIN, DIMETHICONE, PETROLATUM, CYCLODEXTRIN, PARFUM, C18-36 ACID TRIGLYCERIDE, PPG-14 BUTYL ETHER",9,,"Parabens, Alcohol, Essential Oils, Sulfates",,Good For Oily Skin,May Worsen Oily Skin,,,,,,,,,,,,,,0,https://images.ctfassets.net/w9l9p5870v5o/1rq5HKZZcLIsQS0vteLGFe/dabf998cf1667b479de35b59bb0a6fed/PI_80848164.png,og:image,,,,,,"Skin Conditioning, Skin Conditioning - Emollient, Hair Conditioning, Antiperspirant, Astringent, Deodorant, Solvent, Antifoaming",9,100,"Aluminum Zirconium Tetrachlorohydrex Gly, Petrolatum"
LBO-00831,Lebanese origin,Atelier Beautanique,HEAL. Anti-Frizz & Anti-Breakage Hair Serum Oil,Serum,Unspecified,https://atelierbeautanique.com/products/heal-curly-hair-hair-serum-oil-100ml,Dry,Sensitive,feel22,"Argania spinosa (Argan) oil, Crocus sativus (Saffron) flower, Pistacia lentiscus var, Chia (Mastiha) drops, Camelia oleifera (Camelia) oil, Vitis vinifera (Grape) seed oil, Citrullus lanatus (Kalahari melon) oil, Simmondsia chinensis (Jojoba) oil, Meliphyt complex™, Aloe barbadensis (Aloe vera) extract, Rosa eglanteria (Rosehip) oil, Fragaria vesca (Strawberry) seed oil, Carica papaya (Papaya) oil, Vaccinium myrtillus (Bilberry) seed oil, Opuntia ficus indica (Barbary fig) seed oil, Hippophae rhamnoides (Sea buckthorn) berry/seed oil, Camelina sativa (Camelina) oil, Nigella sativa (Black seed) oil, Moringa oleifera (Moringa) oil, Caryodendron orinocense (Cacay) oil, Cera alba (Beeswax), Crambe abyssinica (Abyssinian) oil, Ascorbyl palmitate (Vitamin C), Punica granatum (Pomegranate) seed oil, Cornus mas (Cornelian cherry) fruit extract, Daucus carota sativa (Carrot) extract, Cydonia oblonga (Quince) extract, Olea europaea (Olive) fruit oil, Avena sativa (Oat) extract, Lecithin, Lupinus albus (White lupine) extract, Bisabolol, Sucrose, Vitamin E (Tocopherol), Vanilla planifolia (Vanilla bean) extract BRING YOURS HOME CHRYSALIDE, OUR FORMULA, Smooth, Firm, Regenerate, Opuntia ficus indica (Prickly pear) oil, Hibiscus sabdariffa (Roselle hibiscus) seed oil, Caryodendron Orinocense (Cacay) Seed Oil, Vaccinium macrocarpon (Cranberry) oil, Raspberry oil, Euterpe Oleracea Fruit Oil (Acai fruit) oil, Actinidia Chinensis (Kiwi seed) oil, Hippophae ramnoides (Sea Buckthorn) fruit/seed oil, Ro",48,"Vitamin C, Vitamin E, Aloe Vera, Chamomile, Olive Oil, Argan Oil, Jojoba Oil, Rosehip Oil",,,"Hydrating, Anti-Aging, Brightening, Barrier Repair, Scar Healing",May Worsen Oily Skin,16.00,feel22,30,ml,30.00,1432000,89500,0.5333,mid,,,,,1,https://atelierbeautanique.com/cdn/shop/files/HEAL-Hair-Serum-Oil-250ml-curly.jpg?v=1761737320,og:image,"Heal skin barrier repair facial serum sinks in, leaving the skin moisturized, protected and regenerated by enhancing its elasticity to give you an obsession-worthy radiance. Formulated with a botanical blend of superfood oils. It restores the skin's natural barrier by replenishing intracellular lipi",,feel22,15.50,16.00,"Skin Conditioning, Skin Conditioning - Emollient, Perfuming, Fragrance, Surfactant - Emulsifying, Soothing, Film Forming, Antioxidant",14,30,
LBO-00876,Lebanese origin,Beesline,Watermelon Shower Cream + Whitening Roll-On Deodorant – Elder Rose,Face Cleanser,Lebanon,https://beesline.com/products/watermelon-shower-cream-whitening-roll-on-deodorant-elder-rose,All,Sensitive,nexuscare,"Full ingredients Aqua (Water), Sodium Myreth Sulfate, Cocamidopropyl Betaine, Glycol Distearate, Cocamide MEA, Laureth-10, Cocamide DEA, Glycerin, Sodium Chloride, Honey, Phenoxyethanol, Parfum (Fragrance), EDTA, Citric Acid, CI 45430, Benzyl Salicylate, Hexyl Cinnamal, Limonene, Linalool, Formula Safety Free from: parabens, phtalates and harsh ingredients 2% safe synthetics Cruelty-Free Share: Share on Facebook Share on X Pin on Pinterest {""@context"":""http:\/\/schema.org\/"", ""@id"":""\/en-lb\/products\/watermelon-shower-cream#product"", ""@type"":""Product"", ""brand"":{""@type"":""Brand"", ""name"":""Beesline""}",25,"Vitamin C, Lactic Acid, Olive Oil, Coconut Oil, Honey","Parabens, Alcohol, Essential Oils, Silicones, Sulfates, Mineral Oil",,Hydrating,"May Worsen Irritation, May Worsen Rosacea, May Worsen Eczema",3.02,nexuscare,500,ml,500.00,270290,89500,0.0060,budget,,,,,1,https://beesline.com/cdn/shop/files/watermelon_shower_cream_whitening_roll_on_deodorant_elder_rose.webp?v=1783084203,found by image search on the brand's own site,"BEESLINE Shower Cream 500ml Experience the luxury of a gentle, scented shower with BEESLINE Shower Cream. This multi-purpose hydrator creates a soft, creamy lather that cleanses while nourishing your skin. Enriched with vegetable glycerin and honey, it leaves your skin feeling incredibly soft, smoot",,nexuscare,2.71,13.31,"Viscosity Controlling, Perfuming, Surfactant - Cleansing, Surfactant - Emulsifying, Surfactant - Foam Boosting, Skin Conditioning, Fragrance, Cleansing",18,75,"Benzyl Salicylate, Ci 45430, Citric Acid, Cocamide Dea, Hexyl Cinnamal, Limonene"
LBO-00886,Lebanese origin,Beesline,Whitening Intimate Wash + Sensifresh Intimate Deo + Whitening Sensitive Zone Cream (Promo Pack),Face Cleanser,Lebanon,https://beesline.com/products/whitening-sensitive-zone-cream-whitening-intimate-wash,All,Sensitive,beesline.com,"Full ingredients Aqua (Water), Decyl Glycoside, Cocamidopropyl Betaine, Sodium PEG-7 Olive Oil Carboxylate, Glycerin, Sodium Lactate, Magnesium Ascorbyl Phosphate (Vitamin C), Olea Europaea (Olive) Leaf Extract, Rosmarinus Officanlis (Rosemary) Extract, PEG-40 Hydrogenated Castor Oil, Carum Petroselinum (Parsley) Extract, Citrus Medica (Lemon) Fruit Juice Extract, Niacinamide (Vitamin B3), Avena Sativa (Oat) Seed Extract, Thymus Vulgaris (Thyme) Extract, Lactic Acid, Propolis Cera, Sodium Benzoate, Potassium Sorbate, EDTA, Formula Safety Free from: Alcohol, Parabens, Sulfates, Phthalates, Kojic Acid, Silicones",26,"Niacinamide, Vitamin C, Lactic Acid, Olive Oil, Oat","Fragrance, Parabens, Alcohol, Essential Oils, Silicones, Sulfates, Mineral Oil",,"Hydrating, Brightening, Dark Spots, Acne Fighting, Reduces Irritation","May Worsen Dryness, May Worsen Oily Skin",31.78,nexuscare | sohaticare,200,ml,200.0,2844310,89500,0.1589,mid,,,,,2,https://beesline.com/cdn/shop/files/whitening_sensitive_zone_cream_sensifresh_deo.webp?v=1783003170,found by image search on the brand's own site,"BEESLINE Whitening Intimate Wash 200ml Discover the gentle power of nature with BEESLINE Whitening Intimate Wash , a specially formulated intimate cleanser designed for adult women. This 200ml liquid wash combines natural ingredients to provide effective cleansing while maintaining the delicate pH b",,nexuscare | sohaticare,5.57,32.00,"Skin Conditioning, Hair Conditioning, Humectant, Perfuming, Surfactant - Cleansing, Surfactant - Foam Boosting, Viscosity Controlling, Surfactant - Emulsifying",18,69,"Potassium Sorbate, Sodium Benzoate"
LBR-02161,Lebanese retail,Dr. Clinic,DR.CLINIC ANTI HAIRLOSS SERUM 30ML,Serum,Turkey,https://sohaticare.com/products/dr-clinic-anti-hairloss-serum-30ml,Dry,Sensitive,sohaticare,,,,,,,,8.91,sohaticare,30,ml,30.00,797445,89500,0.2970,budget,,,,,1,https://sohaticare.com/cdn/shop/products/Hair-Serum-Anti-Hair-Loss-30-ml-DrClinic_1445x_8a5d0d6d-217f-491c-af1a-158d43178a2d.webp?v=1677761022,og:image,"Hey there! Are you tired of dealing with thinning hair and hair loss? We know how frustrating it can be, but don't worry - we've got your back. Introducing our Hair Serum Anti-Hair Loss, the ultimate solution for all your hair troubles. Our serum is packed with all-natural ingredients and essential",,sohaticare,8.91,8.91,,,,
LBR-03727,Lebanese retail,L'Oréal Paris,Elvive Hyaluron Plump Leave In Spray 150ml,Serum,Unspecified,https://sohaticare.com/products/elvive-hyaluron-plump-leave-in-spray-150ml,All,Resistant,"tier 4, inferred: what a serum is for",,,,,,"Hydrating, Anti-Aging",,8.00,sohaticare,150,ml,150.00,716000,89500,0.0533,budget,,,,,1,https://sohaticare.com/cdn/shop/files/1_bc954bf0-22d4-485c-8885-c0c807308af5.png?v=1704467281,og:image,"L'Oréal Paris Elvital Hyaluron Plump Leave-In Spray is the perfect leave-in serum for you who have a dry and lifeless hair. This ultra light and moisturizing spray keeps your hair moisturized for up to 72 hours, which ensures a beautiful and shiny hair. This serum leaves your hair 10 times more mois",,sohaticare,8.00,8.00,,,,
LBR-04565,Lebanese retail,Prime,Prime Anti-Dandruff Serum (Octo Pure),Serum,Unspecified,https://sohaticare.com/products/prime-anti-dandruff-serum-octo-pure,Dry,Sensitive,sohaticare,,,,,,,,16.65,sohaticare,,,,1490175,89500,,mid,,,,,1,https://sohaticare.com/cdn/shop/files/0007432_-ds-150.gif?v=1716367461,og:image,Product Benefits: • Suitable for prevention of dandruff recurrence • Complementary treatment for dandruff • Obviously reduces dandruff,,sohaticare,16.65,16.65,,,,
LBR-04655,Lebanese retail,Rene Furterer,Astera Soothing Freshness Serum Leave In 75ML,Serum,Unspecified,https://sohaticare.com/products/astera-soothing-freshness-serum-leave-in,Dry,Sensitive,sohaticare,"Water (Aqua), Alcohol (Alcohol Denat), Glycerin, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Ethylhexyl Palmitate, Glycine, BHT, Blue 1 (Ci 42090), Citric Acid, Echinacea Angustifolia Root Extract, Eucalyptus Globulus Leaf Oil, Glycine Soja (Soybean) Oil (Glycine Soja Oil), Glycine Soja (Soybean) Sterols (Glycine Soja Sterols), Glycolipids, Green 5 (Ci 61570), Isohexadecane, Limonene, Linoleic Acid, Linolenic Acid, Mentha Viridis (Spearmint) Leaf Oil (Mentha Viridis Leaf Oil), Menthol, Niacinamide, Oleic Acid, Panthenol, Pantolactone, Phospholipids, Polysorbate 60, Potassium Sorbate, Sodium Benzoate, Sodium Hydroxide, Sorbitan Isostearate, Tocopheryl Acetate",32,"Niacinamide, Vitamin E, Panthenol","Fragrance, Parabens, Silicones, Sulfates, Mineral Oil",,"Reduces Irritation, Redness Reducing",,2.17,sohaticare,75,ml,75.00,194215,89500,0.0289,budget,,,,,1,https://www.renefurtererusa.com/media/catalog/product/a/s/astera_fresh_serum_fe_75ml_1219_deckel_1900x1900.png?quality=100&fit=bounds&height=&width=&canvas=:,found by image search on the brand's own site,"Description An instant soothing shampoo that effectively calms an itchy scalp with 100% natural-origin active ingredients Damaged by external factors, the scalp is occasionally prone to itching, redness and tightness. A true bath of soothing freshness, Astera shampoo gently cleanses and soothes upon",,sohaticare,2.17,2.17,"Skin Conditioning, Fragrance, Skin Conditioning - Emollient, Hair Conditioning, Perfuming, Solvent, Antistatic, Denaturant",29,94,"Citric Acid, Limonene, Potassium Sorbate, Sodium Benzoate, Sodium Hydroxide"
LBR-04928,Lebanese retail,Revuele,Revuele Leave-In Serum Revive & Nurture 50 ML,Serum,United Kingdom,https://nexuscare.me/products/revuele-leave-in-serum-revive-nurture-50-ml,Dry,Sensitive,nexuscare,"Glycerin, Panthenol, Niacinamide, Hydrolyzed Wheat Protein, Argania Spinosa Kernel Oil, Cocos Nucifera Oil, Aloe Barbadensis Leaf Juice, Tocopheryl Acetate, Polyquaternium-37, Dimethicone, Citric Acid, Disodium EDTA, Phenoxyethanol, Sodium Benzoate, and Fragrance/Parfum.Suited to those with dry, dull, frizzy, or weakened hair looking",18,"Niacinamide, Vitamin E, Panthenol, Aloe Vera, Argan Oil, Coconut Oil","Parabens, Alcohol, Essential Oils, Sulfates, Mineral Oil",,"Brightening, Skin Texture","May Worsen Irritation, May Worsen Eczema, May Trigger Acne, May Worsen Oily Skin",11.40,nexuscare,50,ml,50.00,1020300,89500,0.2280,budget,,,,,1,https://nexuscare.me/cdn/shop/files/leaveinrevive.webp?v=1779455489,og:image,"Revuele Leave-In Serum Revive & Nurture is a lightweight leave-in hair serum designed to revive dry, dull, and weakened hair while restoring softness and shine. Enriched with nourishing ingredients, it helps smooth frizz, improve manageability, and protect hair from everyday stress. The fast-absorbi",,nexuscare,11.40,11.40,"Skin Conditioning, Hair Conditioning, Antistatic, Fragrance, Perfuming, Skin Protecting, Viscosity Controlling, Skin Conditioning - Emollient",14,78,"Citric Acid, Hydrolyzed Wheat Protein, Phenoxyethanol, Sodium Benzoate"
LBR-05249,Lebanese retail,Skin By Davine,After Shave Moisturizer,General Moisturizer,Unspecified,https://sohaticare.com/products/after-shave-moisturizer,Dry,Resistant,sohaticare,"AQUA / WATER / EAU, GLYCERIN, ZEA MAYS STARCH/ ZEA MAYS (CORN) STARCH, DICAPRYLYL CARBONATE, BUTYROSPERMUM PARKII BUTTER / BUTYROSPERMUM PARKII (SHEA) BUTTER, ORBIGNYA OLEIFERA SEED OIL, OLEYL ERUCATE, CETEARYL ISONONANOATE, GLYCERYL STEARATE CITRATE, SQUALANE, PHENOXYETHANOL, PARFUM / FRAGRANCE, AMMONIUM ACRYLOYLDIMETHYLTAURATE/VP COPOLYMER, ETHYLHEXYL STEARATE, SPINACIA OLERACEA LEAF EXTRACT / SPINACIA OLERACEA (SPINACH) LEAF EXTRACT, PHYSALIS ANGULATA EXTRACT, CAPRYLIC/CAPRIC TRIGLYCERIDE, DISODIUM EDTA, ARGININE, TOCOPHEROL, ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER, XANTHAN GUM, ETHYLHEXYLGLYCERIN, LIMONENE, CITRIC ACID, LINALOOL, CITRONELLOL, SODIUM BENZOATE, POTASSIUM SORBATE",29,"Vitamin E, Shea Butter, Squalane","Parabens, Alcohol, Silicones, Sulfates, Mineral Oil",,"Hydrating, Reduces Irritation",,8.40,sohaticare,,,,751800,89500,,budget,,,,,1,https://sohaticare.com/cdn/shop/files/ee6c55953ee744e19992dbb38331e4c7-Original.jpg?v=1721031508,og:image,"Nourish and hydrate your skin after shaving with Skin By Davine's After Shave Moisturizer. Enriched with soothing ingredients like Aloe Vera and Vitamin E, our moisturizer helps calm irritation and replenish moisture, leaving your skin feeling soft and refreshed. Say goodbye to post-shave discomfort",,sohaticare,8.40,8.40,"Skin Conditioning (10), Skin Conditioning - Emollient (7), Fragrance (6), Perfuming (5), Viscosity Controlling (5), Hair Conditioning (4), Preservative (3), Deodorant (3)",24,86,"Citric Acid, Citronellol, Limonene, Linalool, Phenoxyethanol, Potassium Sorbate, Sodium Benzoate"
LBR-05250,Lebanese retail,Skin By Davine,After Shave Serum,Serum,Unspecified,https://sohaticare.com/products/after-shave-serum,Dry,Sensitive,sohaticare,"Caprylic/Capric Triglyceride, Rose (Rosa Damascena) Distillate, Maranta Arundinacea (Arrowroot) Root Extract, Glycerin, Vitamin E, Camellia Sinensis (White Tea) Extract, Vanilla Planifolia Fruit Extract, Organic Argania Spinosa (Argan) Kernel Oil, Dehydrated Coconut Milk, Fragrance",10,"Green Tea, Rose, Argan Oil","Parabens, Alcohol, Essential Oils, Silicones, Sulfates, Mineral Oil",,"Hydrating, Reduces Irritation",,10.00,sohaticare,,,,895000,89500,,budget,,,,,1,https://sohaticare.com/cdn/shop/files/image00018.jpg?v=1721030482,og:image,"Nourish and hydrate your skin after shaving with Skin By Davine's After Shave Moisturizer. Enriched with soothing ingredients like Aloe Vera and Vitamin E, our moisturizer helps calm irritation and replenish moisture, leaving your skin feeling soft and refreshed. Say goodbye to post-shave discomfort",,sohaticare,10.00,10.00,"Skin Conditioning, Perfuming, Smoothing, Skin Protecting, Fragrance, Denaturant, Hair Conditioning, Humectant",5,50,
